_RAJ2000;_DEJ2000;Name;GLON;GLAT;z;Mbh;e_Mbh;Dist;SimbadName;NED;_RA.icrs;_DE.icrs
179.6302179;-18.3468150;NGC 4024               ;285.72615;+42.75008; 0.00565; 128.114;  64.057; 23.2;NGC 4024               ;NED;179.63022;-18.34681
179.2412259;-19.8550809;ESO 572- G 023         ;285.81504;+41.19908; 0.00602;  28.782;  14.391; 24.7;ESO 572- G 023         ;NED;179.24123;-19.85508
180.8025429;-14.6441554;2MASX J12031262-1438389;285.81994;+46.61896; 0.01324;  88.206;  44.103; 54.4;2MASX J12031262-1438389;NED;180.80254;-14.64416
176.6937535;-27.9221288;NGC 3885               ;285.91359;+32.80372; 0.00651; 121.978;  60.989; 26.7;NGC 3885               ;NED;176.69375;-27.92213
020.0820983;-44.1287410;ESO 244- G 017         ;285.92145;-72.03282; 0.02350; 252.304; 126.152; 96.5;ESO 244- G 017         ;NED;020.08210;-44.12874
188.0258848;+11.1763972;NGC 4503               ;286.09954;+73.41310; 0.00448;  90.192;  45.096; 18.4;NGC 4503               ;NED;188.02588;+11.17640
186.3253830;+04.9250465;NGC 4378               ;286.10772;+66.93920; 0.00854; 185.138;  92.569; 35.1;NGC 4378               ;NED;186.32538;+04.92505
187.3668028;+08.7499006;NGC 4469               ;286.12563;+70.90130; 0.00196;   3.434;   1.717;  8.0;NGC 4469               ;NED;187.36680;+08.74990
188.5660494;+13.0754726;NGC 4531               ;286.13423;+75.38421; 0.00065;  27.674;  13.837;  2.7;NGC 4531               ;NED;188.56605;+13.07547
178.4881092;-23.1642194;NGC 3955               ;286.13980;+37.82589; 0.00497;  50.609;  25.304; 20.4;NGC 3955               ;NED;178.48811;-23.16422
167.8435269;-48.0198893;ESO 215- G 032         ;286.15131;+11.56484; 0.01448; 156.792;  78.396; 59.5;ESO 215- G 032         ;NED;167.84353;-48.01989
180.1447591;-17.8425879;NGC 4033               ;286.18136;+43.36882; 0.00539;  56.410;  28.205; 22.2;NGC 4033               ;NED;180.14476;-17.84259
149.1999506;-65.6258625;ESO 092- G 001         ;286.18436;-08.60506; 0.02024; 418.100; 209.050; 83.1;ESO 092- G 001         ;NED;149.19995;-65.62586
030.4093808;-58.2686916;2MASX J02013826-5816068;286.22283;-56.52385; 0.02194; 251.154; 125.577; 90.1;2MASX J02013826-5816068;NED;030.40938;-58.26869
150.8279339;-64.9673900;ESO 092- G 006         ;286.32158;-07.66808; 0.00727;  53.306;  26.653; 29.8;ESO 092- G 006         ;NED;150.82793;-64.96739
170.7507932;-43.3488413;ESO 265- G 029         ;286.33293;+16.65433; 0.01736; 105.217;  52.609; 71.3;ESO 265- G 029         ;NED;170.75079;-43.34884
186.5655110;+05.4763816;MRK 1324               ;286.33891;+67.53347; 0.01457;  90.475;  45.237; 59.8;MRK 1324               ;NED;186.56551;+05.47638
180.7247905;-16.3735975;NGC 4050               ;286.37962;+44.93247; 0.00587; 211.116; 105.558; 24.1;NGC 4050               ;NED;180.72479;-16.37360
030.4988002;-58.5708549;ESO 114- G 021         ;286.41408;-56.23700; 0.02128; 146.668;  73.334; 87.4;ESO 114- G 021         ;NED;030.49880;-58.57085
167.6450413;-49.1025509;ESO 215- G 031         ;286.45233;+10.51502; 0.00908; 115.042;  57.521; 37.3;ESO 215- G 031         ;NED;167.64504;-49.10255
187.3388021;+08.1565622;NGC 4464               ;286.50489;+70.32081; 0.00415;   9.650;   4.825; 17.0;NGC 4464               ;NED;187.33880;+08.15656
188.2177242;+11.4042290;IC 3481                ;286.53226;+73.68195; 0.02364; 318.079; 159.040; 97.1;IC 3481                ;NED;188.21772;+11.40423
186.8600489;+06.2627657;NGC 4430               ;286.56212;+68.36847; 0.00484;  27.459;  13.729; 19.9;NGC 4430               ;NED;186.86005;+06.26277
171.9753654;-41.6145145;ESO 319- G 022         ;286.60066;+18.59293; 0.01635; 122.822;  61.411; 67.1;ESO 319- G 022         ;NED;171.97537;-41.61451
176.6354647;-30.0990192;ESO 440- G 006         ;286.60378;+30.70679; 0.00585;  11.093;   5.546; 24.0;ESO 440- G 006         ;NED;176.63546;-30.09902
029.4183342;-57.7902426;NGC 0782               ;286.64847;-57.19475; 0.02034; 585.719; 292.860; 83.5;NGC 0782               ;NED;029.41833;-57.79024
187.3760516;+07.9928461;NGC 4467               ;286.73278;+70.17171; 0.00475;   9.252;   4.626; 19.5;NGC 4467               ;NED;187.37605;+07.99285
174.2604020;-36.8153130;ESO 378- G 012         ;286.73924;+23.70608; 0.00947;  44.953;  22.477; 38.9;ESO 378- G 012         ;NED;174.26040;-36.81531
187.6693821;+09.0156463;NGC 4483               ;286.80739;+71.23457; 0.00292;  18.620;   9.310; 12.0;NGC 4483               ;NED;187.66938;+09.01565
173.8854917;-37.9563450;NGC 3742               ;286.81811;+22.52904; 0.00907; 184.425;  92.212; 37.2;NGC 3742               ;NED;173.88549;-37.95634
169.6787241;-46.6776692;ESO 265- G 022         ;286.82175;+13.27322; 0.01951; 143.759;  71.880; 80.1;ESO 265- G 022         ;NED;169.67872;-46.67767
171.6453337;-43.0586726;ESO 265- G 033         ;286.86887;+17.15073; 0.01402; 123.978;  61.989; 57.6;ESO 265- G 033         ;NED;171.64533;-43.05867
173.9717344;-37.9973170;NGC 3749               ;286.90188;+22.51137; 0.00901; 172.475;  86.238; 37.0;NGC 3749               ;NED;173.97173;-37.99732
187.4448519;+08.0004614;MESSIER 049            ;286.92181;+70.19607; 0.00333; 494.803; 247.401; 13.7;MESSIER 049            ;NED;187.44485;+08.00046
187.4074257;+07.8241806;NGC 4470               ;286.94456;+70.01610; 0.00780;  35.038;  17.519; 32.1;NGC 4470               ;NED;187.40743;+07.82418
177.3051314;-29.2767154;NGC 3904               ;286.98190;+31.66072; 0.00526; 259.158; 129.579; 21.6;NGC 3904               ;NED;177.30513;-29.27672
173.9385671;-38.3647906;ESO 320- G 007         ;286.99894;+22.15408; 0.02191; 320.975; 160.487; 90.0;ESO 320- G 007         ;NED;173.93857;-38.36479
181.8011890;-14.1854490;NGC 4114               ;287.01245;+47.31443; 0.01366; 205.532; 102.766; 56.1;NGC 4114               ;NED;181.80119;-14.18545
188.0592139;+10.2513685;IC 3468                ;287.01426;+72.52708; 0.00430;  10.823;   5.412; 17.6;IC 3468                ;NED;188.05921;+10.25137
027.3665253;-56.0534707;ESO 152- G 026         ;287.05407;-59.24998; 0.02054; 225.790; 112.895; 84.3;ESO 152- G 026         ;NED;027.36653;-56.05347
165.6310156;-53.6426873;ESO 169- G 005         ;287.10942;+05.84962; 0.01256; 117.356;  58.678; 51.6;ESO 169- G 005         ;NED;165.63102;-53.64269
104.3878340;-75.9272484;ESO 034- G 014         ;287.25769;-25.88249; 0.01471;  68.501;  34.250; 60.4;ESO 034- G 014         ;NED;104.38783;-75.92725
177.7574628;-28.8061864;NGC 3923               ;287.27593;+32.22244; 0.00580; 503.110; 251.555; 23.8;NGC 3923               ;NED;177.75746;-28.80619
180.2858076;-20.4887750;ESO 572- G 044         ;287.29198;+40.85057; 0.02255; 235.899; 117.950; 92.6;ESO 572- G 044         ;NED;180.28581;-20.48877
129.5810912;-73.5436380;ESO 036- G 005         ;287.41921;-18.90121; 0.01761; 259.452; 129.726; 72.3;ESO 036- G 005         ;NED;129.58109;-73.54364
187.7140498;+08.3599825;NGC 4488               ;287.43051;+70.60977; 0.00324;  11.701;   5.850; 13.3;NGC 4488               ;NED;187.71405;+08.35998
181.9098371;-14.9695960;MCG -02-31-019         ;287.44750;+46.58112; 0.01793; 231.686; 115.843; 73.6;MCG -02-31-019         ;NED;181.90984;-14.96960
174.7571972;-37.7385394;NGC 3783               ;287.45601;+22.94752; 0.00973; 211.648; 105.824; 40.0;NGC 3783               ;NED;174.75720;-37.73854
172.0459993;-43.9693910;ESO 265- G 035         ;287.47204;+16.38895; 0.01736; 106.570;  53.285; 71.3;ESO 265- G 035         ;NED;172.04600;-43.96939
186.6503805;+03.9646627;NGC 4412               ;287.49312;+66.08914; 0.00765;  51.968;  25.984; 31.4;NGC 4412               ;NED;186.65038;+03.96466
169.5622737;-48.7456921;ESO 216- G 003         ;287.50769;+11.31523; 0.01562; 211.530; 105.765; 64.2;ESO 216- G 003         ;NED;169.56227;-48.74569
151.0567322;-66.8121724;KK 1920                ;287.51776;-09.08637; 0.00694;  25.884;  12.942; 28.5;RKK 1920               ;NED;151.05673;-66.81217
188.4375089;+10.9957009;IC 3499                ;287.62490;+73.33959; 0.00404;   6.925;   3.462; 16.6;IC 3499                ;NED;188.43751;+10.99570
188.5252591;+11.3212270;NGC 4528               ;287.64492;+73.67626; 0.00448;  33.386;  16.693; 18.4;NGC 4528               ;NED;188.52526;+11.32123
187.7489273;+08.0779277;NGC 4492               ;287.73175;+70.34404; 0.00592;  52.722;  26.361; 24.3;NGC 4492               ;NED;187.74893;+08.07793
182.7233319;-12.6552420;IC 0766                ;287.75340;+49.01792; 0.01444; 102.684;  51.342; 59.3;IC 0766                ;NED;182.72333;-12.65524
073.9961690;-75.5412148;ESO 033- G 002         ;287.76814;-33.28540; 0.01810; 205.658; 102.829; 74.3;ESO 033- G 002         ;NED;073.99617;-75.54121
019.2646375;-44.1807716;ESO 244- G 010         ;287.77256;-72.18556; 0.02268; 217.230; 108.615; 93.1;ESO 244- G 010         ;NED;019.26464;-44.18077
182.0454576;-15.8034316;MCG -03-31-023         ;287.92314;+45.80396; 0.01750; 236.572; 118.286; 71.9;MCG -03-31-023         ;NED;182.04546;-15.80343
188.9158693;+12.5563101;MESSIER 089            ;287.93248;+74.96678; 0.00113; 143.837;  71.918;  4.7;MESSIER 089            ;NED;188.91587;+12.55631
152.7176279;-66.6473631;ESO 092- G 014         ;287.95513;-08.56589; 0.00640;  93.816;  46.908; 26.3;ESO 092- G 014         ;NED;152.71763;-66.64736
151.4509872;-67.3779178;NGC 3136               ;287.98551;-09.44761; 0.00571; 325.630; 162.815; 23.5;NGC 3136               ;NED;151.45099;-67.37792
188.8775076;+12.2208899;NGC 4550               ;288.09367;+74.63193; 0.00127;  53.543;  26.771;  5.2;NGC 4550               ;NED;188.87751;+12.22089
152.5541811;-67.0050342;NGC 3136B              ;288.11260;-08.89428; 0.00594;  69.139;  34.569; 24.4;NGC 3136B              ;NED;152.55418;-67.00503
188.9082156;+12.2639700;NGC 4551               ;288.16609;+74.68081; 0.00391;  32.306;  16.153; 16.1;NGC 4551               ;NED;188.90822;+12.26397
152.7535740;-67.1443945;ESO 092- G 015         ;288.25860;-08.96248; 0.01724; 109.992;  54.996; 70.8;ESO 092- G 015         ;NED;152.75357;-67.14439
189.2074965;+13.1628319;MESSIER 090            ;288.46724;+75.62274; 0.00078;   9.230;   4.615;  3.2;MESSIER 090            ;NED;189.20750;+13.16283
171.4408600;-48.1417166;ESO 216- G 008         ;288.48885;+12.31287; 0.01858; 178.580;  89.290; 76.3;ESO 216- G 008         ;NED;171.44086;-48.14172
155.2733358;-66.4919970;ESO 092- G 021         ;288.71424;-07.86429; 0.00675;  36.453;  18.227; 27.7;ESO 092- G 021         ;NED;155.27334;-66.49200
173.4190888;-44.8335917;ESO 266- G 003         ;288.72679;+15.88264; 0.01769; 115.728;  57.864; 72.7;ESO 266- G 003         ;NED;173.41909;-44.83359
113.8211732;-76.9187255;ESO 035- G 011         ;288.86076;-23.94427; 0.02000; 350.362; 175.181; 82.1;ESO 035- G 011         ;NED;113.82117;-76.91873
169.8715225;-52.3721508;ESO 216- G 005         ;288.99963;+07.99452; 0.01757; 324.550; 162.275; 72.2;ESO 216- G 005         ;NED;169.87152;-52.37215
187.2458774;+03.5705738;NGC 4457               ;289.13239;+65.83891; 0.00294;  43.199;  21.599; 12.1;NGC 4457               ;NED;187.24588;+03.57057
184.3515001;-09.9516347;NGC 4240               ;289.23662;+52.01286; 0.00659;  50.222;  25.111; 27.1;NGC 4240               ;NED;184.35150;-09.95163
022.2403408;-51.5987465;NGC 0576               ;289.31641;-64.52613; 0.01051;  37.080;  18.540; 43.1;NGC 0576               ;NED;022.24034;-51.59875
029.4663318;-61.2144165;ESO 114- G 016         ;289.34870;-54.12719; 0.02336; 298.803; 149.401; 95.9;ESO 114- G 016         ;NED;029.46633;-61.21442
188.2990634;+07.8514918;NGC 4518               ;289.45653;+70.24452; 0.02183; 240.888; 120.444; 89.6;NGC 4518               ;NED;188.29906;+07.85149
014.2183872;-31.9630293;NGC 0314               ;289.52240;-85.02295; 0.01873; 118.485;  59.242; 76.9;NGC 0314               ;NED;014.21839;-31.96303
189.9662962;+15.2977712;NGC 4595               ;289.53791;+77.86752; 0.00210;   6.409;   3.205;  8.6;NGC 4595               ;NED;189.96630;+15.29777
189.1124666;+11.4392860;NGC 4564               ;289.56037;+73.92067; 0.00381;  57.461;  28.731; 15.6;NGC 4564               ;NED;189.11247;+11.43929
079.8977022;-77.7286937;NGC 1956               ;289.69322;-31.28931; 0.01616; 558.937; 279.468; 66.4;NGC 1956               ;NED;079.89770;-77.72869
113.0930189;-77.9191898;ESO 017- G 002         ;289.86279;-24.38041; 0.00544;  14.270;   7.135; 22.4;ESO 017- G 002         ;NED;113.09302;-77.91919
189.5745640;+13.1098337;NGC 4584               ;289.92017;+75.64859; 0.00593;  14.862;   7.431; 24.4;NGC 4584               ;NED;189.57456;+13.10983
177.4596391;-38.7844300;ESO 320- G 026         ;289.98135;+22.53328; 0.00919; 323.048; 161.524; 37.7;ESO 320- G 026         ;NED;177.45964;-38.78443
186.7275859;-00.8775583;NGC 4355               ;290.04840;+61.37914; 0.00727;  30.550;  15.275; 29.8;NGC 4355               ;NED;186.72759;-00.87756
014.8515505;-34.3290079;IC 1608                ;290.05535;-82.59898; 0.01155; 137.983;  68.992; 47.4;IC 1608                ;NED;014.85155;-34.32901
188.5126313;+07.6991233;NGC 4526               ;290.15954;+70.13851; 0.00149; 280.909; 140.454;  6.1;NGC 4526               ;NED;188.51263;+07.69912
181.3972456;-26.5226006;NGC 4087               ;290.35969;+35.22735; 0.01112; 215.695; 107.848; 45.7;NGC 4087               ;NED;181.39725;-26.52260
189.4313468;+11.8181629;MESSIER 058            ;290.39683;+74.35523; 0.00507; 420.813; 210.407; 20.8;MESSIER 058            ;NED;189.43135;+11.81816
173.6229490;-50.2079415;ESO 216- G 016         ;290.53603;+10.80269; 0.01505;  87.718;  43.859; 61.8;ESO 216- G 016         ;NED;173.62295;-50.20794
181.7830335;-25.6928548;ESO 505- G 015         ;290.55758;+36.11202; 0.02485; 462.360; 231.180;102.1;ESO 505- G 015         ;NED;181.78303;-25.69285
028.6685079;-62.1049696;ESO 114- G 014         ;290.56500;-53.47867; 0.02408; 215.003; 107.502; 98.9;ESO 114- G 014         ;NED;028.66851;-62.10497
171.5357011;-54.2357967;ESO 170- G 003         ;290.57877;+06.57745; 0.01791; 235.250; 117.625; 73.5;ESO 170- G 003         ;NED;171.53570;-54.23580
180.4282883;-31.7037467;ESO 440- G 038         ;290.72469;+29.98659; 0.00791;  36.500;  18.250; 32.5;ESO 440- G 038         ;NED;180.42829;-31.70375
178.2988531;-39.1302037;ESO 320- G 030         ;290.75833;+22.36083; 0.01078; 154.279;  77.139; 44.3;ESO 320- G 030         ;NED;178.29885;-39.13020
184.9258272;-12.2255510;NGC 4263               ;290.84325;+49.89986; 0.01391; 114.615;  57.308; 57.1;NGC 4263               ;NED;184.92583;-12.22555
125.8188723;-77.8203008;ESO 018- G 008         ;290.84895;-21.86837; 0.01750; 135.103;  67.551; 71.9;ESO 018- G 008         ;NED;125.81887;-77.82030
185.1041674;-11.6666117;NGC 4279               ;290.94519;+50.48175; 0.01460;  82.770;  41.385; 60.0;NGC 4279               ;NED;185.10417;-11.66661
174.7982726;-49.4146865;ESO 216- G 028         ;291.04142;+11.78188; 0.01856; 218.919; 109.460; 76.2;ESO 216- G 028         ;NED;174.79827;-49.41469
175.0050954;-48.9615198;ESO 216- G 031         ;291.04409;+12.25477; 0.01864; 239.699; 119.849; 76.6;ESO 216- G 031         ;NED;175.00510;-48.96152
181.4729939;-29.2920557;IC 0760                ;291.14718;+32.53530; 0.00742;  62.457;  31.228; 30.5;IC 0760                ;NED;181.47299;-29.29206
174.5892761;-50.7153008;NGC 3778               ;291.28515;+10.49642; 0.01498; 304.956; 152.478; 61.5;NGC 3778               ;NED;174.58928;-50.71530
187.2114604;-01.9391691;NGC 4454               ;291.43581;+60.42733; 0.00803;  99.887;  49.944; 33.0;NGC 4454               ;NED;187.21146;-01.93917
181.6699054;-29.7601845;NGC 4105               ;291.45979;+32.11255; 0.00646; 262.835; 131.418; 26.5;NGC 4105               ;NED;181.66991;-29.76018
178.6626800;-40.9322593;ESO 320- G 032         ;291.50948;+20.67657; 0.02248; 165.098;  82.549; 92.3;ESO 320- G 032         ;NED;178.66268;-40.93226
124.8096687;-78.6960766;ESO 018- G 002         ;291.58688;-22.45322; 0.01928; 460.470; 230.235; 79.2;ESO 018- G 002         ;NED;124.80967;-78.69608
016.7962903;-41.9166835;ESO 295- G 038         ;291.64823;-74.86477; 0.02272; 290.647; 145.324; 93.3;ESO 295- G 038         ;NED;016.79629;-41.91668
189.3772978;+09.5550949;NGC 4578               ;291.68112;+72.12191; 0.00758;  48.005;  24.003; 31.1;NGC 4578               ;NED;189.37730;+09.55509
188.8343853;+06.1149703;NGC 4543               ;291.88410;+68.64067; 0.00794;  24.750;  12.375; 32.6;NGC 4543               ;NED;188.83439;+06.11497
026.0297367;-61.1235027;ESO 114- G 004         ;291.91010;-54.86309; 0.02127; 236.552; 118.276; 87.4;ESO 114- G 004         ;NED;026.02974;-61.12350
181.9892408;-30.3394397;IC 3010                ;291.91534;+31.60047; 0.00661;  58.711;  29.356; 27.1;IC 3010                ;NED;181.98924;-30.33944
164.8587105;-66.3327422;ESO 093- G 003         ;292.01100;-05.86528; 0.00611;  85.527;  42.763; 25.1;ESO 093- G 003         ;NED;164.85871;-66.33274
080.6479264;-79.8518272;NGC 2012               ;292.01461;-30.53928; 0.01622; 238.222; 119.111; 66.6;NGC 2012               ;NED;080.64793;-79.85183
186.5532887;-07.6849457;NGC 4403               ;292.08607;+54.65474; 0.01734; 250.805; 125.403; 71.2;NGC 4403               ;NED;186.55329;-07.68495
186.5675243;-07.6808383;NGC 4404               ;292.10891;+54.66117; 0.01863; 275.304; 137.652; 76.5;NGC 4404               ;NED;186.56752;-07.68084
185.8362854;-12.5585988;NGC 4329               ;292.29170;+49.73188; 0.01458; 158.154;  79.077; 59.9;NGC 4329               ;NED;185.83629;-12.55860
017.8304338;-45.9321898;ESO 243- G 051         ;292.37974;-70.78651; 0.02164; 297.648; 148.824; 88.9;ESO 243- G 051         ;NED;017.83043;-45.93219
185.7956025;-13.2046701;IC 0786                ;292.39817;+49.08831; 0.01467; 120.455;  60.228; 60.3;IC 0786                ;NED;185.79560;-13.20467
189.2225030;+07.2466227;NGC 4570               ;292.42097;+69.82093; 0.00577;  60.947;  30.473; 23.7;NGC 4570               ;NED;189.22250;+07.24662
176.2304336;-51.9056549;ESO 216- G 038         ;292.61572;+09.62878; 0.01474; 134.716;  67.358; 60.5;ESO 216- G 038         ;NED;176.23043;-51.90565
182.3631578;-32.5151023;ESO 441- G 012         ;292.76335;+29.52629; 0.00728;  28.564;  14.282; 29.9;ESO 441- G 012         ;NED;182.36316;-32.51510
181.5706794;-35.9804893;ESO 379- G 026         ;292.78084;+25.99961; 0.01302;  81.911;  40.956; 53.5;ESO 379- G 026         ;NED;181.57068;-35.98049
186.9107903;-08.2784114;NGC 4433               ;292.85231;+54.12700; 0.01001; 101.671;  50.835; 41.1;NGC 4433               ;NED;186.91079;-08.27841
182.7824940;-31.1269637;ESO 441- G 017         ;292.87317;+30.95628; 0.00706;  15.054;   7.527; 29.0;ESO 441- G 017         ;NED;182.78249;-31.12696
017.6155967;-46.0743261;ESO 243- G 049         ;292.91856;-70.68227; 0.02240; 169.547;  84.773; 92.0;ESO 243- G 049         ;NED;017.61560;-46.07433
018.9802433;-50.1894678;ESO 195- G 035         ;293.08694;-66.46819; 0.02435; 210.029; 105.014;100.0;ESO 195- G 035         ;NED;018.98024;-50.18947
017.4815941;-45.9312682;IC 1633                ;293.09822;-70.84235; 0.02425;1659.629; 829.815; 99.6;IC 1633                ;NED;017.48159;-45.93127
017.2288453;-45.3047451;ESO 243- G 043         ;293.21356;-71.49227; 0.02352; 181.182;  90.591; 96.6;ESO 243- G 043         ;NED;017.22885;-45.30474
